"user_id","birthdate","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","session_count","total_page_clicks","flight_bookings","hotel_bookings"
"399137","1970-08-24","F","true","false","usa","dallas","DAL","32.847","-96.852","2022-11-07","8","155","2","4"
"399218","1980-05-25","F","true","true","usa","fort worth","FTW","32.82","-97.362","2022-11-07","8","121","2","1"
"399799","1969-03-07","F","true","false","canada","toronto","YTZ","43.627","-79.396","2022-11-07","8","126","4","4"
"400275","1968-05-27","F","true","true","usa","phoenix","LUF","33.535","-112.383","2022-11-07","8","99","2","1"
"400582","1991-12-21","F","true","false","usa","chicago","ORD","41.979","-87.904","2022-11-07","8","125","3","4"
"400899","1978-09-18","F","true","false","canada","quebec","YQB","46.788","-71.398","2022-11-08","8","255","3","3"
"401245","1996-01-15","F","false","false","usa","omaha","OFF","41.118","-95.913","2022-11-08","8","120","3","2"
"402332","1992-01-10","F","false","false","usa","sacramento","MCC","38.667","-121.401","2022-11-08","8","137","2","2"
"402978","1972-08-02","F","true","false","usa","milwaukee","MKE","42.947","-87.896","2022-11-09","8","115","4","4"
"403881","1980-04-03","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-11-09","8","133","4","4"
"404879","1985-06-18","F","true","false","usa","newark","EWR","40.692","-74.169","2022-11-10","8","127","4","3"
"407118","1971-12-26","F","true","false","usa","new york","JFK","40.64","-73.779","2022-11-11","8","112","3","3"
"407250","1987-07-25","F","false","false","usa","laredo","LRD","27.544","-99.461","2022-11-11","8","143","4","3"
"407275","1982-03-28","F","false","false","usa","philadelphia","PNE","40.082","-75.011","2022-11-11","8","126","4","3"
"407434","1971-09-09","F","true","true","canada","halifax","YAW","44.64","-63.499","2022-11-11","8","62","0","1"
"407642","1994-09-22","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-11","8","111","2","2"
"409073","1981-09-06","F","true","false","usa","sacramento","MCC","38.667","-121.401","2022-11-12","8","178","3","3"
"411179","1972-11-19","F","false","false","usa","san jose","SJC","37.362","-121.929","2022-11-14","8","366","2","3"
"411701","1983-12-14","F","false","false","canada","calgary","YYC","51.114","-114.02","2022-11-14","8","157","1","2"
"413340","1976-09-06","F","true","true","usa","nashville","BNA","36.124","-86.678","2022-11-15","8","120","3","1"
"413418","1969-09-04","F","false","false","usa","knoxville","TYS","35.812","-83.993","2022-11-15","8","98","2","2"
"413658","1972-09-04","F","true","true","usa","philadelphia","PNE","40.082","-75.011","2022-11-15","8","180","2","2"
"415282","1982-05-19","F","true","true","usa","portland","PWM","43.646","-70.309","2022-11-16","8","93","2","2"
"415381","1978-03-13","F","true","false","usa","chicago","UGN","42.422","-87.868","2022-11-16","8","108","3","2"
"415581","1981-12-11","F","true","false","usa","new york","JFK","40.64","-73.779","2022-11-16","8","113","3","3"
"415616","1950-07-04","F","true","false","usa","tucson","TUS","32.116","-110.941","2022-11-16","8","261","1","0"
"416319","1969-01-02","F","true","false","usa","new york","LGA","40.777","-73.872","2022-11-16","8","220","2","2"
"416580","1980-08-08","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-16","8","320","4","4"
"417679","1986-11-15","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-17","8","141","5","4"
"418329","1974-09-14","M","false","true","usa","detroit","DET","42.409","-83.01","2022-11-17","8","169","3","3"
"418488","1985-11-16","F","true","false","canada","toronto","YYZ","43.677","-79.631","2022-11-17","8","197","4","4"
"420648","1971-06-21","F","true","true","usa","portland","PDX","45.589","-122.597","2022-11-18","8","95","2","2"
"420669","1973-02-04","F","true","true","canada","calgary","YYC","51.114","-114.02","2022-11-18","8","508","3","3"
"421247","1981-12-20","F","true","true","usa","memphis","MEM","35.042","-89.977","2022-11-19","8","179","4","4"
"421399","1989-06-26","M","true","true","usa","dallas","DAL","32.847","-96.852","2022-11-19","8","96","1","2"
"421468","2000-12-17","F","false","false","usa","detroit","DTW","42.212","-83.353","2022-11-19","8","227","1","1"
"421515","1992-12-03","F","false","false","canada","winnipeg","YAV","50.056","-97.032","2022-11-19","8","180","2","2"
"421666","1994-05-02","F","false","true","usa","washington","IAD","38.944","-77.456","2022-11-19","8","369","2","2"
"421700","1983-06-02","F","false","true","usa","richmond","RIC","37.505","-77.319","2022-11-19","8","141","3","3"
"421745","1960-05-07","M","false","true","canada","calgary","YYC","51.114","-114.02","2022-11-19","8","357","4","4"
"422066","1968-09-22","F","true","true","usa","cincinnati","CVG","39.046","-84.662","2022-11-19","8","142","4","4"
"422668","2006-05-18","F","false","false","usa","houston","HOU","29.645","-95.279","2022-11-20","8","101","0","0"
"422671","1979-06-17","F","true","false","usa","chicago","ORD","41.979","-87.904","2022-11-20","8","180","5","4"
"423042","1981-07-10","F","false","true","canada","ottawa","YOW","45.323","-75.669","2022-11-20","8","251","4","5"
"423413","2006-06-27","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-20","8","133","0","1"
"424553","1975-01-14","F","true","false","usa","oklahoma city","TIK","35.415","-97.386","2022-11-21","8","216","1","3"
"425632","1978-10-14","F","true","false","usa","tampa","MCF","27.849","-82.521","2022-11-21","8","90","2","2"
"425653","2004-01-07","M","false","true","usa","portland","PDX","45.589","-122.597","2022-11-21","8","97","0","0"
"425696","1993-05-25","F","true","false","usa","chicago","UGN","42.422","-87.868","2022-11-21","8","278","2","2"
"425953","1986-04-24","F","true","false","usa","nashville","BNA","36.124","-86.678","2022-11-22","8","181","4","4"
"425966","1968-02-05","F","true","false","usa","las vegas","LAS","36.08","-115.152","2022-11-22","8","94","2","2"
"426478","1998-08-23","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-22","8","148","1","1"
"427426","1987-09-04","F","false","false","usa","san diego","SAN","32.733","-117.189","2022-11-22","8","121","3","2"
"427506","1969-06-07","F","true","true","usa","norfolk","ORF","36.894","-76.201","2022-11-22","8","324","3","3"
"428056","1986-10-21","M","false","false","canada","vancouver","YVR","49.195","-123.182","2022-11-23","8","139","4","3"
"428552","1987-03-04","F","true","false","usa","new york","LGA","40.777","-73.872","2022-11-23","8","102","2","2"
"428664","1973-12-11","F","true","true","usa","new york","JFK","40.64","-73.779","2022-11-23","8","325","4","2"
"428858","2003-03-13","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-11-23","8","372","2","3"
"429345","1958-02-05","M","true","true","usa","tallahassee","TLH","30.396","-84.35","2022-11-23","8","136","0","1"
"429375","1990-04-18","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-23","8","268","3","2"
"430722","1995-11-11","M","false","false","usa","mobile","BFM","30.626","-88.068","2022-11-24","8","326","3","3"
"431144","1972-10-22","F","true","false","usa","cincinnati","CVG","39.046","-84.662","2022-11-24","8","103","1","2"
"431337","1986-04-12","F","false","false","usa","miami","MIA","25.793","-80.291","2022-11-24","8","125","3","3"
"431367","1969-02-27","F","true","true","usa","fresno","FAT","36.776","-119.718","2022-11-24","8","91","1","1"
"431602","1987-02-25","F","false","false","usa","tacoma","TCM","47.138","-122.476","2022-11-25","8","359","3","2"
"431746","1983-08-10","F","false","false","usa","des moines","DSM","41.534","-93.663","2022-11-25","8","75","1","1"
"431899","1980-04-23","F","true","false","usa","seattle","SEA","47.449","-122.309","2022-11-25","8","247","1","1"
"431912","1988-08-27","F","false","true","usa","detroit","DET","42.409","-83.01","2022-11-25","8","82","1","0"
"432333","1974-06-23","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2022-11-25","8","120","1","2"
"432637","1987-05-27","F","false","true","usa","san antonio","SAT","29.534","-98.47","2022-11-25","8","119","3","3"
"432941","1983-07-18","F","false","false","usa","anchorage","MRI","61.214","-149.846","2022-11-25","8","156","3","4"
"433080","1980-02-18","F","true","false","usa","colorado springs","COS","38.806","-104.7","2022-11-26","8","158","4","4"
"433339","1998-06-10","F","false","true","usa","detroit","DET","42.409","-83.01","2022-11-26","8","125","1","2"
"433905","1998-05-26","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-26","8","113","0","1"
"434238","1973-11-28","F","true","true","usa","indianapolis","IND","39.717","-86.294","2022-11-26","8","119","2","1"
"434331","1974-12-18","F","false","true","usa","new york","JFK","40.64","-73.779","2022-11-26","8","249","5","4"
"434623","1989-07-20","F","false","false","canada","montreal","YHU","45.517","-73.417","2022-11-26","8","415","4","4"
"435596","1970-11-28","F","false","false","usa","houston","EFD","29.607","-95.159","2022-11-27","8","176","2","2"
"435669","1979-07-26","F","false","true","usa","tampa","MCF","27.849","-82.521","2022-11-27","8","125","2","2"
"435837","1972-08-16","F","false","false","usa","new orleans","MSY","29.993","-90.258","2022-11-27","8","95","0","1"
"436320","1974-08-09","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2022-11-27","8","143","2","2"
"436894","1982-04-26","F","true","false","usa","louisville","LOU","38.228","-85.664","2022-11-28","8","72","2","2"
"437069","1981-02-02","F","false","false","usa","tucson","DMA","32.166","-110.883","2022-11-28","8","204","5","5"
"437162","1993-07-23","F","false","false","usa","madison","MSN","43.14","-89.337","2022-11-28","8","408","1","2"
"437251","1980-09-28","F","false","false","canada","london","YXU","43.036","-81.154","2022-11-28","8","150","3","3"
"437539","1978-03-02","F","false","false","usa","nashville","BNA","36.124","-86.678","2022-11-28","8","160","5","5"
"437549","1984-05-13","F","false","false","usa","new orleans","NBG","29.825","-90.035","2022-11-28","8","131","3","3"
"438406","1980-10-11","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-11-28","8","120","4","3"
"438551","1987-08-04","F","true","true","usa","charlotte","CLT","35.214","-80.943","2022-11-29","8","361","1","3"
"438596","1999-12-13","F","false","false","usa","oklahoma city","OKC","35.393","-97.601","2022-11-29","8","101","1","2"
"438839","1974-05-09","F","false","true","usa","new york","JFK","40.64","-73.779","2022-11-29","8","131","3","3"
"438937","1986-08-28","F","false","false","usa","sacramento","SMF","38.695","-121.591","2022-11-29","8","96","2","2"
"438985","1994-03-18","F","false","false","usa","new york","JFK","40.64","-73.779","2022-11-29","8","186","3","3"
"438995","2000-05-17","F","false","false","usa","tallahassee","TLH","30.396","-84.35","2022-11-29","8","87","0","0"
"439120","1985-07-23","M","true","false","usa","tulsa","TUL","36.198","-95.888","2022-11-29","8","160","2","1"
"439363","1972-07-03","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-29","8","143","3","3"
"440048","2003-04-09","F","false","true","usa","phoenix","PHX","33.434","-112.008","2022-11-29","8","321","2","2"
"440127","1995-01-06","F","true","true","usa","spokane","GEG","47.62","-117.534","2022-11-29","8","290","1","1"
"440212","1984-12-08","F","true","true","usa","winston-salem","INT","36.134","-80.222","2022-11-29","8","149","1","1"
"440629","1980-01-12","F","false","true","usa","phoenix","LUF","33.535","-112.383","2022-11-30","8","343","2","3"
"440655","1993-01-27","F","false","true","canada","toronto","YYZ","43.677","-79.631","2022-11-30","8","136","3","3"
"441200","1988-07-06","F","false","true","canada","ottawa","YOW","45.323","-75.669","2022-11-30","8","114","2","2"
"441205","1977-06-12","F","true","true","usa","san antonio","RND","29.529","-98.279","2022-11-30","8","150","2","0"
"441448","1995-07-08","F","false","true","usa","san antonio","SKF","29.384","-98.581","2022-11-30","8","79","1","1"
"441457","1965-02-18","F","true","false","usa","washington","DCA","38.852","-77.037","2022-11-30","8","115","2","3"
"441982","1976-11-26","F","false","false","usa","new york","JFK","40.64","-73.779","2022-11-30","8","122","5","3"
"442484","1980-09-28","F","true","false","usa","houston","EFD","29.607","-95.159","2022-12-01","8","130","3","1"
"442718","1975-06-05","F","true","true","usa","new york","JFK","40.64","-73.779","2022-12-01","8","130","4","2"
"442812","1969-02-24","F","true","true","usa","boston","BOS","42.364","-71.005","2022-12-01","8","84","0","1"
"442819","1952-08-07","F","true","false","canada","ottawa","YOW","45.323","-75.669","2022-12-01","8","76","1","1"
"442833","1984-09-21","F","true","false","canada","calgary","YYC","51.114","-114.02","2022-12-01","8","132","4","4"
"443305","2002-10-27","F","false","false","usa","chicago","ORD","41.979","-87.904","2022-12-01","8","92","1","1"
"443453","1987-06-26","F","false","false","usa","seattle","BFI","47.53","-122.302","2022-12-01","8","144","4","4"
"443598","1980-10-17","F","false","false","usa","honolulu","HNL","21.316","-157.927","2022-12-01","8","93","2","2"
"443652","1993-10-18","F","false","false","usa","seattle","SEA","47.449","-122.309","2022-12-01","8","129","4","4"
"444885","1991-04-20","F","true","false","usa","amarillo","AMA","35.219","-101.706","2022-12-02","8","137","1","1"
"445351","1970-11-14","F","true","true","usa","des moines","DSM","41.534","-93.663","2022-12-02","8","113","4","3"
"445515","1984-03-05","F","false","false","canada","toronto","YZD","43.742","-79.466","2022-12-02","8","121","2","2"
"446124","1978-12-26","F","false","false","usa","new york","LGA","40.777","-73.872","2022-12-02","8","144","5","5"
